Protein	GO
NP_009347.1	GO:0005783
NP_009347.1	GO:0005739
NP_009347.1	GO:0005829
NP_009347.1	GO:0006085
NP_009347.1	GO:0003824
NP_009347.1	GO:0003987
NP_009347.1	GO:0005524
NP_009347.1	GO:0000166
NP_009347.1	GO:0016874
NP_009346.1	GO:0016020
NP_009346.1	GO:0006625
NP_009346.1	GO:1902499
NP_009346.1	GO:0097027
NP_009346.1	GO:0043495
NP_009346.1	GO:0005779
NP_009346.1	GO:0050790
NP_009346.1	GO:0031398
NP_009346.1	GO:0005778
NP_009346.1	GO:0016562
NP_009346.1	GO:0005777
NP_009346.1	GO:0007031
NP_009346.1	GO:0016021
NP_009346.1	GO:0005737
NP_009345.3	GO:0007124
NP_009345.3	GO:0001403
NP_009345.3	GO:0005886
NP_009345.3	GO:0005737
NP_009345.3	GO:0046580
NP_009345.3	GO:0030437
NP_009345.3	GO:0004862
NP_009345.3	GO:0007165
NP_009345.3	GO:0032794
NP_009345.3	GO:0010255
NP_009345.3	GO:0071901
NP_009345.3	GO:0045944
NP_009345.3	GO:0005739
NP_009343.1	GO:0005509
NP_009343.1	GO:0005783
NP_009343.1	GO:0030433
NP_009343.1	GO:0016021
NP_009343.1	GO:0030176
NP_009343.1	GO:0005515
NP_009343.1	GO:0030246
NP_009343.1	GO:0016020
NP_009343.1	GO:0051082
NP_009343.1	GO:0005789
NP_009343.1	GO:0006457
NP_009342.2	GO:0005634
NP_009342.2	GO:0005730
NP_009342.2	GO:0000055
NP_009342.2	GO:0003674
NP_009342.2	GO:0005737
NP_009342.2	GO:0042254
NP_009342.2	GO:0030687
NP_009341.2	GO:0006066
NP_009341.2	GO:0034079
NP_009341.2	GO:0005737
NP_009341.2	GO:0055114
NP_009341.2	GO:0046872
NP_009341.2	GO:0008270
NP_009341.2	GO:0000721
NP_009341.2	GO:0016491
NP_009340.1	GO:0019152
NP_009340.1	GO:0016491
NP_009340.1	GO:0046872
NP_009340.1	GO:0005634
NP_009340.1	GO:0008270
NP_009340.1	GO:0055114
NP_009340.1	GO:0052587
NP_009340.1	GO:0008150
NP_009340.1	GO:0005737
NP_009340.1	GO:0016616
NP_009339.1	GO:0055114
NP_009339.1	GO:0005829
NP_009339.1	GO:0004354
NP_009339.1	GO:0006537
NP_009339.1	GO:0016639
NP_009339.1	GO:0016491
NP_009339.1	GO:0005739
NP_009339.1	GO:0005634
NP_009339.1	GO:0006520
NP_009338.1	GO:0031225
NP_009338.1	GO:0031589
NP_009338.1	GO:0016020
NP_009338.1	GO:0000128
NP_009338.1	GO:0000501
NP_009338.1	GO:0005618
NP_009338.1	GO:0005576
NP_009338.1	GO:0009277
NP_009338.1	GO:0005537
NP_878039.1	GO:0008150
NP_878039.1	GO:0005575
NP_878039.1	GO:0003674
NP_058136.1	GO:0008150
NP_058136.1	GO:0003674
NP_058136.1	GO:0005575
NP_009337.2	GO:0003674
NP_009337.2	GO:0005575
NP_009337.2	GO:0008150
NP_009336.1	GO:0016020
NP_009336.1	GO:0005783
NP_009336.1	GO:0008150
NP_009336.1	GO:0003674
NP_009336.1	GO:0016021
NP_009335.1	GO:0008150
NP_009335.1	GO:0003674
NP_009335.1	GO:0005575
NP_009335.1	GO:0016020
NP_009335.1	GO:0016021
NP_009333.1	GO:0055085
NP_009333.1	GO:0016020
NP_009333.1	GO:0022857
NP_009333.1	GO:0016021
NP_009333.1	GO:0031224
NP_009333.1	GO:0071944
NP_009333.1	GO:0005215
NP_878038.1	GO:0003674
NP_878038.1	GO:0005575
NP_878038.1	GO:0008150
NP_009332.1	GO:0030437
NP_009332.1	GO:0005199
NP_009332.1	GO:0005575
NP_009332.1	GO:0031505
NP_009332.1	GO:0045944
NP_009332.1	GO:0003674
NP_009332.1	GO:0009277
NP_009402.1	GO:0005789
NP_009402.1	GO:0006888
NP_009402.1	GO:0007030
NP_009402.1	GO:0030134
NP_009402.1	GO:0006886
NP_009402.1	GO:0005794
NP_009402.1	GO:0016192
NP_009402.1	GO:0005739
NP_009402.1	GO:0016021
NP_009402.1	GO:0015031
NP_009402.1	GO:0003674
NP_009402.1	GO:0005793
NP_009402.1	GO:0006621
NP_009402.1	GO:0005783
NP_009402.1	GO:0016020
NP_009401.1	GO:0006913
NP_009401.1	GO:0000972
NP_009401.1	GO:0000973
NP_009401.1	GO:0006607
NP_009401.1	GO:0051276
NP_009401.1	GO:0006302
NP_009401.1	GO:0031965
NP_009401.1	GO:0005634
NP_009401.1	GO:0017056
NP_009401.1	GO:0005643
NP_009401.1	GO:0031990
NP_009401.1	GO:0016973
NP_009401.1	GO:0030466
NP_009401.1	GO:0016020
NP_009401.1	GO:0060188
NP_009401.1	GO:0005829
NP_009401.1	GO:0008298
NP_009401.1	GO:0005543
NP_009401.1	GO:0044613
NP_009401.1	GO:0044615
NP_009401.1	GO:0015031
NP_009401.1	GO:0006611
NP_009401.1	GO:0051028
NP_009401.1	GO:0034398
NP_009403.1	GO:0006348
NP_009403.1	GO:0006355
NP_009403.1	GO:0000723
NP_009403.1	GO:0048188
NP_009403.1	GO:0051568
NP_009403.1	GO:0042800
NP_009403.1	GO:0005634
NP_009403.1	GO:0005694
NP_009403.1	GO:0000781
NP_009404.1	GO:0043047
NP_009404.1	GO:0006261
NP_009404.1	GO:0046872
NP_009404.1	GO:0000722
NP_009404.1	GO:0043565
NP_009404.1	GO:0000724
NP_009404.1	GO:0051321
NP_009404.1	GO:0000784
NP_009404.1	GO:0016567
NP_009404.1	GO:0003684
NP_009404.1	GO:0006260
NP_009404.1	GO:0006265
NP_009404.1	GO:0003677
NP_009404.1	GO:0006268
NP_009404.1	GO:0005829
NP_009404.1	GO:0006312
NP_009404.1	GO:0003697
NP_009404.1	GO:0010833
NP_009404.1	GO:0003676
NP_009404.1	GO:0003690
NP_009404.1	GO:0007131
NP_009404.1	GO:0006281
NP_009404.1	GO:0000723
NP_009404.1	GO:0000794
NP_009404.1	GO:0005737
NP_009404.1	GO:0007004
NP_009404.1	GO:0045184
NP_009404.1	GO:0005634
NP_009404.1	GO:0005662
NP_009404.1	GO:0000781
NP_009404.1	GO:0003729
NP_009404.1	GO:0006310
NP_009404.1	GO:0006289
NP_009404.1	GO:0030491
NP_009405.1	GO:0090305
NP_009405.1	GO:0090501
NP_009405.1	GO:0005739
NP_009405.1	GO:0012505
NP_009405.1	GO:0005741
NP_009405.1	GO:0000213
NP_009405.1	GO:0016020
NP_009405.1	GO:0000214
NP_009405.1	GO:0090502
NP_009405.1	GO:0016829
NP_009405.1	GO:0008033
NP_009405.1	GO:0006388
NP_009405.1	GO:0005634
NP_009405.1	GO:0004518
NP_009405.1	GO:0003676
NP_009405.1	GO:0000379
NP_009406.1	GO:0008233
NP_009406.1	GO:0032196
NP_009406.1	GO:0006508
NP_009406.1	GO:0005634
NP_009406.1	GO:0006310
NP_009406.1	GO:0006278
NP_009406.1	GO:0016779
NP_009406.1	GO:0046872
NP_009406.1	GO:0008152
NP_009406.1	GO:0003964
NP_009406.1	GO:0090501
NP_009406.1	GO:0032197
NP_009406.1	GO:0090502
NP_009406.1	GO:0015074
NP_009406.1	GO:0004518
NP_009406.1	GO:0016787
NP_009406.1	GO:0000943
NP_009406.1	GO:0003723
NP_009406.1	GO:0003824
NP_009406.1	GO:0016740
NP_009406.1	GO:0071897
NP_009406.1	GO:0004523
NP_009406.1	GO:0003887
NP_009406.1	GO:0005737
NP_009406.1	GO:0004540
NP_009406.1	GO:0004519
NP_009406.1	GO:0003676
NP_009406.1	GO:0003677
NP_009406.1	GO:0090305
NP_009407.1	GO:0003723
NP_009407.1	GO:0000943
NP_009407.1	GO:0032197
NP_009407.1	GO:0005737
NP_009408.3	GO:0090337
NP_009408.3	GO:0006355
NP_009408.3	GO:0005935
NP_009408.3	GO:0000131
NP_009408.3	GO:0060627
NP_009408.3	GO:1990615
NP_009408.3	GO:0005934
NP_009408.3	GO:0030837
NP_009408.3	GO:0032880
NP_009408.3	GO:0032465
NP_009408.3	GO:0051301
NP_009408.3	GO:0005737
NP_009408.3	GO:0007010
NP_009408.3	GO:0043666
NP_009408.3	GO:0008360
NP_009408.3	GO:0007049
NP_009408.3	GO:0005634
NP_009408.3	GO:0019888
NP_009409.1	GO:0005737
NP_009409.1	GO:0016874
NP_009409.1	GO:0005524
NP_009409.1	GO:0005634
NP_009409.1	GO:0006164
NP_009409.1	GO:0000166
NP_009409.1	GO:0006189
NP_009409.1	GO:0004639
NP_009410.1	GO:0044732
NP_009410.1	GO:0016301
NP_009410.1	GO:0090307
NP_009410.1	GO:0004674
NP_009410.1	GO:0005634
NP_009410.1	GO:0005524
NP_009410.1	GO:0016310
NP_009410.1	GO:0016740
NP_009410.1	GO:0071958
NP_009410.1	GO:0005575
NP_009410.1	GO:0000166
NP_009410.1	GO:0006468
NP_009410.1	GO:0007059
NP_009410.1	GO:0004672
NP_009410.1	GO:0007088
NP_009410.1	GO:1903126
NP_009411.2	GO:0016310
NP_009411.2	GO:0007049
NP_009411.2	GO:0051301
NP_009411.2	GO:0000922
NP_009411.2	GO:0005737
NP_009411.2	GO:0000166
NP_009411.2	GO:0016301
NP_009411.2	GO:0006468
NP_009411.2	GO:0005816
NP_009411.2	GO:0004674
NP_009411.2	GO:0032147
NP_009411.2	GO:0007096
NP_009411.2	GO:0051229
NP_009411.2	GO:0004672
NP_009411.2	GO:0005856
NP_009411.2	GO:0016740
NP_009411.2	GO:0005524
NP_009411.2	GO:0031098
NP_009411.2	GO:0023014
NP_009411.2	GO:0005935
NP_009411.2	GO:0000281
NP_009412.1	GO:0005199
NP_009412.1	GO:0031505
NP_009412.1	GO:0003674
NP_009412.1	GO:0008150
NP_009412.1	GO:0009277
NP_009412.1	GO:0005575
NP_009413.2	GO:0005783
NP_009413.2	GO:0005575
NP_009413.2	GO:0003674
NP_009413.2	GO:0016050
NP_009413.2	GO:0016021
NP_009413.2	GO:0016020
NP_009413.2	GO:0005794
NP_009413.2	GO:0005886
NP_009413.2	GO:0008150
NP_009414.1	GO:0031965
NP_009414.1	GO:0005634
NP_009414.1	GO:0005635
NP_009414.1	GO:0005783
NP_009414.1	GO:0008150
NP_009414.1	GO:0005886
NP_009414.1	GO:0005794
NP_009414.1	GO:0016021
NP_009414.1	GO:0016020
NP_009414.1	GO:0016050
NP_009414.1	GO:0003674
NP_009414.1	GO:0000329
NP_009415.1	GO:0005783
NP_009415.1	GO:0003674
NP_009415.1	GO:0000329
NP_009415.1	GO:0008150
NP_009415.1	GO:0016050
NP_009415.1	GO:0016020
NP_009415.1	GO:0005886
NP_009415.1	GO:0005794
NP_009415.1	GO:0016021
NP_009416.1	GO:0005794
NP_009416.1	GO:0008150
NP_009416.1	GO:0016021
NP_009416.1	GO:0005886
NP_009416.1	GO:0016050
NP_009416.1	GO:0003674
NP_009416.1	GO:0005783
NP_009416.1	GO:0016020
NP_009416.1	GO:0005737
NP_009418.1	GO:0003674
NP_009418.1	GO:0008150
NP_009418.1	GO:0016050
NP_009418.1	GO:0016021
NP_009418.1	GO:0005886
NP_009418.1	GO:0005794
NP_009418.1	GO:0016192
NP_009418.1	GO:0016020
NP_009418.1	GO:0005783
NP_009419.1	GO:0016020
NP_009419.1	GO:0016021
NP_009419.1	GO:0030663
NP_009419.1	GO:0016050
NP_009419.1	GO:0003674
NP_009419.1	GO:0005886
NP_009419.1	GO:0015031
NP_009419.1	GO:0005783
NP_009419.1	GO:0012507
NP_009419.1	GO:0005794
NP_009419.1	GO:0031410
NP_009419.1	GO:0016192
NP_878042.1	GO:0003674
NP_878042.1	GO:0005575
NP_878042.1	GO:0008150
NP_009420.1	GO:0005743
NP_009420.1	GO:0009437
NP_009420.1	GO:0006631
NP_009420.1	GO:0016740
NP_009420.1	GO:0004092
NP_009420.1	GO:0016746
NP_009420.1	GO:0006066
NP_009420.1	GO:0016020
NP_009420.1	GO:0005739
NP_009420.1	GO:0006629
NP_009421.3	GO:0032934
NP_009421.3	GO:0015248
NP_009421.3	GO:0005794
NP_009421.3	GO:0005829
NP_009421.3	GO:0005634
NP_009421.3	GO:0000139
NP_009421.3	GO:0005635
NP_009421.3	GO:0000138
NP_009421.3	GO:0034727
NP_009421.3	GO:0006897
NP_009421.3	GO:0008289
NP_009421.3	GO:0030011
NP_009421.3	GO:0071561
NP_009421.3	GO:0005640
NP_009421.3	GO:0015918
NP_009421.3	GO:0008142
NP_009421.3	GO:0005737
NP_009421.3	GO:0006869
NP_009421.3	GO:0006887
NP_009421.3	GO:0016020
NP_009421.3	GO:0043231
NP_009421.3	GO:0005783
NP_009421.3	GO:0005545
NP_009421.3	GO:0005769
NP_009424.1	GO:0070301
NP_009424.1	GO:0005886
NP_009424.1	GO:0005618
NP_009424.1	GO:0005537
NP_009424.1	GO:0036281
NP_009424.1	GO:0005576
NP_009424.1	GO:0016020
NP_009424.1	GO:0034605
NP_009424.1	GO:0000501
NP_009424.1	GO:0071361
NP_009424.1	GO:0009277
NP_009424.1	GO:0000128
NP_009424.1	GO:0031225
NP_009424.1	GO:0071944
NP_009429.1	GO:0016021
NP_009429.1	GO:0008150
NP_009429.1	GO:0005575
NP_009429.1	GO:0003674
NP_009429.1	GO:0016020
NP_009430.1	GO:0016020
NP_009430.1	GO:0005886
NP_009430.1	GO:0005575
NP_009430.1	GO:0031225
NP_009430.1	GO:0008150
NP_009430.1	GO:0003674
NP_009431.1	GO:0003674
NP_009431.1	GO:0008150
NP_009431.1	GO:0005575
NP_009434.1	GO:0003993
NP_009434.1	GO:0016311
NP_009434.1	GO:0016791
NP_009434.1	GO:0006796
NP_009434.1	GO:0071944
NP_009434.1	GO:0005576
NP_009434.1	GO:0009277
NP_009434.1	GO:0016787
NP_009554.1	GO:0005829
NP_009554.1	GO:0005737
NP_009554.1	GO:0005634
NP_009554.1	GO:0008150
NP_009554.1	GO:0003674
NP_009553.1	GO:0005694
NP_009553.1	GO:0046982
NP_009553.1	GO:0000788
NP_009553.1	GO:0003677
NP_009553.1	GO:0000786
NP_009553.1	GO:0031298
NP_009553.1	GO:0006333
NP_009553.1	GO:0005634
NP_009552.1	GO:0031298
NP_009552.1	GO:0006281
NP_009552.1	GO:0003677
NP_009552.1	GO:0006333
NP_009552.1	GO:0000788
NP_009552.1	GO:0006974
NP_009552.1	GO:0006325
NP_009552.1	GO:0000790
NP_009552.1	GO:0005634
NP_009552.1	GO:0046982
NP_009552.1	GO:0000786
NP_009552.1	GO:0005694
NP_009551.2	GO:0000480
NP_009551.2	GO:0030688
NP_009551.2	GO:0003729
NP_009551.2	GO:0000472
NP_009551.2	GO:0042254
NP_009551.2	GO:0006364
NP_009551.2	GO:0005634
NP_009551.2	GO:0032040
NP_009551.2	GO:0005730
NP_009551.2	GO:0000447
NP_009551.2	GO:0030686
NP_009551.2	GO:0005737
NP_009551.2	GO:0005654
NP_009548.1	GO:2001040
NP_009548.1	GO:0046872
NP_009548.1	GO:0045944
NP_009548.1	GO:0006351
NP_009548.1	GO:0000978
NP_009548.1	GO:0001228
NP_009548.1	GO:0000981
NP_009548.1	GO:0005634
NP_009548.1	GO:0003677
NP_009548.1	GO:0006355
NP_009548.1	GO:0005737
NP_009548.1	GO:0008270
NP_009550.1	GO:0000943
NP_009550.1	GO:0005737
NP_009550.1	GO:0003723
NP_009550.1	GO:0032197
NP_009549.1	GO:0004540
NP_009549.1	GO:0016787
NP_009549.1	GO:0032197
NP_009549.1	GO:0090305
NP_009549.1	GO:0000943
NP_009549.1	GO:0005634
NP_009549.1	GO:0003887
NP_009549.1	GO:0003676
NP_009549.1	GO:0016779
NP_009549.1	GO:0004518
NP_009549.1	GO:0006508
NP_009549.1	GO:0090501
NP_009549.1	GO:0046872
NP_009549.1	GO:0006310
NP_009549.1	GO:0090502
NP_009549.1	GO:0005737
NP_009549.1	GO:0003677
NP_009549.1	GO:0004519
NP_009549.1	GO:0003723
NP_009549.1	GO:0008152
NP_009549.1	GO:0005524
NP_009549.1	GO:0016740
NP_009549.1	GO:0008233
NP_009549.1	GO:0015074
NP_009549.1	GO:0032196
NP_009549.1	GO:0004190
NP_009549.1	GO:0000166
NP_009549.1	GO:0003964
NP_009549.1	GO:0003824
NP_009549.1	GO:0006278
NP_009549.1	GO:0004523
NP_009549.1	GO:0071897
NP_009547.2	GO:0015616
NP_009547.2	GO:0006325
NP_009547.2	GO:0016586
NP_009547.2	GO:0005634
NP_009547.2	GO:0043044
NP_009547.2	GO:0006337
NP_009547.2	GO:0006368
NP_009546.1	GO:0005886
NP_009546.1	GO:0005634
NP_009546.1	GO:0030479
NP_009546.1	GO:0000147
NP_009546.1	GO:0043130
NP_009546.1	GO:0042802
NP_009546.1	GO:0030674
NP_009546.1	GO:0006898
NP_009546.1	GO:0005737
NP_009546.1	GO:0006897
NP_009546.1	GO:0043332
NP_009546.1	GO:0003779
NP_009546.1	GO:0005768
NP_009546.1	GO:0034316
NP_009546.1	GO:0005856
NP_009546.1	GO:1990964
NP_009546.1	GO:0008092
NP_009546.1	GO:0098748
NP_009546.1	GO:0007015
NP_009546.1	GO:0010008
NP_009546.1	GO:0005935
NP_009546.1	GO:0005938
NP_009546.1	GO:0016020
NP_009545.2	GO:0006336
NP_009545.2	GO:0000775
NP_009545.2	GO:0000122
NP_009545.2	GO:0003677
NP_009545.2	GO:0006355
NP_009545.2	GO:0005694
NP_009545.2	GO:0000070
NP_009545.2	GO:0003714
NP_009545.2	GO:0000417
NP_009545.2	GO:0030702
NP_009545.2	GO:0006325
NP_009545.2	GO:0031935
NP_009545.2	GO:0031491
NP_009545.2	GO:0000790
NP_009545.2	GO:0005634
NP_009545.2	GO:0006351
NP_009545.2	GO:0006368
NP_878046.1	GO:0005575
NP_878046.1	GO:0008150
NP_878046.1	GO:0003674
NP_878046.1	GO:0005576
NP_009544.1	GO:0072355
NP_009544.1	GO:0007049
NP_009544.1	GO:0016310
NP_009544.1	GO:0005634
NP_009544.1	GO:0016301
NP_009544.1	GO:0006974
NP_009544.1	GO:0004672
NP_009544.1	GO:0005524
NP_009544.1	GO:0000278
NP_009544.1	GO:0004674
NP_009544.1	GO:0000166
NP_009544.1	GO:0005737
NP_009544.1	GO:0016740
NP_009544.1	GO:0005575
NP_009544.1	GO:0006468
NP_009544.1	GO:0072354
NP_009544.1	GO:0035556
NP_009543.1	GO:0005634
NP_009543.1	GO:0003677
NP_009543.1	GO:0003674
NP_009543.1	GO:0008150
NP_009543.1	GO:0030136
NP_009542.1	GO:0016740
NP_009542.1	GO:0030176
NP_009542.1	GO:0016024
NP_009542.1	GO:0016287
NP_009542.1	GO:0004366
NP_009542.1	GO:0005789
NP_009542.1	GO:0016021
NP_009542.1	GO:0008654
NP_009542.1	GO:0005783
NP_009542.1	GO:0102420
NP_009542.1	GO:0016746
NP_009542.1	GO:0006629
NP_009542.1	GO:0016020
NP_009540.2	GO:0006412
NP_009540.2	GO:0004479
NP_009540.2	GO:0016740
NP_009540.2	GO:0016742
NP_009540.2	GO:0071951
NP_009540.2	GO:0009058
NP_009540.2	GO:0006413
NP_009540.2	GO:0005739
NP_009539.2	GO:0005634
NP_009539.2	GO:0005730
NP_009539.2	GO:0006361
NP_009539.2	GO:0005737
NP_009539.2	GO:0042790
NP_009539.2	GO:0001188
NP_009539.2	GO:0001179
NP_009539.2	GO:0001164
NP_009539.2	GO:0070860
NP_009539.2	GO:0001013
NP_009538.1	GO:0005737
NP_009538.1	GO:0003824
NP_009538.1	GO:0005739
NP_009538.1	GO:0016787
NP_009538.1	GO:0005829
NP_009538.1	GO:0006083
NP_009538.1	GO:0003986
NP_009538.1	GO:0019679
NP_009538.1	GO:0008775
NP_009538.1	GO:0006084
NP_009537.1	GO:0004672
NP_009537.1	GO:0016310
NP_009537.1	GO:0006468
NP_009537.1	GO:0016301
NP_009537.1	GO:0071507
NP_009537.1	GO:0051301
NP_009537.1	GO:0005737
NP_009537.1	GO:0000746
NP_009537.1	GO:0000166
NP_009537.1	GO:0000750
NP_009537.1	GO:0071470
NP_009537.1	GO:0004707
NP_009537.1	GO:0071310
NP_009537.1	GO:0016740
NP_009537.1	GO:0001403
NP_009537.1	GO:0042597
NP_009537.1	GO:0010526
NP_009537.1	GO:0010494
NP_009537.1	GO:0007049
NP_009537.1	GO:0043332
NP_009537.1	GO:0005634
NP_009537.1	GO:0046777
NP_009537.1	GO:0005524
NP_009537.1	GO:0010468
NP_009537.1	GO:0035556
NP_009537.1	GO:0005739
NP_009537.1	GO:0046827
NP_009537.1	GO:0007050
NP_009537.1	GO:0043409
NP_009537.1	GO:0004674
NP_009536.1	GO:0006623
NP_009536.1	GO:0016021
NP_009536.1	GO:0005794
NP_009536.1	GO:0005829
NP_009536.1	GO:0016020
NP_009536.1	GO:0031902
NP_009536.1	GO:0005048
NP_009536.1	GO:0007034
NP_009536.1	GO:0015031
NP_009536.1	GO:0000166
NP_009536.1	GO:0000324
NP_009535.1	GO:0034965
NP_009535.1	GO:0090502
NP_009535.1	GO:0005829
NP_009535.1	GO:0004526
NP_009535.1	GO:0016787
NP_009535.1	GO:0000171
NP_009535.1	GO:0005655
NP_009535.1	GO:0000294
NP_009535.1	GO:0006379
NP_009535.1	GO:0006364
NP_009535.1	GO:0005634
NP_009535.1	GO:0000172
NP_009535.1	GO:0008033
NP_009534.1	GO:0008311
NP_009534.1	GO:0140078
NP_009534.1	GO:0006974
NP_009534.1	GO:0006284
NP_009534.1	GO:0003677
NP_009534.1	GO:0004518
NP_009534.1	GO:0004528
NP_009534.1	GO:0008081
NP_009534.1	GO:0006281
NP_009534.1	GO:0003906
NP_009534.1	GO:0090305
NP_009534.1	GO:0004519
NP_009534.1	GO:0016829
NP_009534.1	GO:0005634
NP_009534.1	GO:0046872
NP_009534.1	GO:0008270
NP_009533.1	GO:0005783
NP_009533.1	GO:0016021
NP_009533.1	GO:0005319
NP_009533.1	GO:0005789
NP_009533.1	GO:0034202
NP_009533.1	GO:0034203
NP_009533.1	GO:0016020
NP_009533.1	GO:0006869
NP_009533.1	GO:0008643
NP_009533.1	GO:0003674
NP_009532.1	GO:0046982
NP_009532.1	GO:0005634
NP_009532.1	GO:0000978
NP_009532.1	GO:0003677
NP_009532.1	GO:0006355
NP_009532.1	GO:0000436
NP_009532.1	GO:0001228
NP_009532.1	GO:0043457
NP_009532.1	GO:0016602
NP_009532.1	GO:0043565
NP_009531.1	GO:0016887
NP_009531.1	GO:0004176
NP_009531.1	GO:0070407
NP_009531.1	GO:0006515
NP_009531.1	GO:0003697
NP_009531.1	GO:0034599
NP_009531.1	GO:0051131
NP_009531.1	GO:0030163
NP_009531.1	GO:0007005
NP_009531.1	GO:0000166
NP_009531.1	GO:0006508
NP_009531.1	GO:0008236
NP_009531.1	GO:0043565
NP_009531.1	GO:0005739
NP_009531.1	GO:0005759
NP_009531.1	GO:0016787
NP_009531.1	GO:0004252
NP_009531.1	GO:0003677
NP_009531.1	GO:0005524
NP_009531.1	GO:0008233
NP_009530.1	GO:0003677
NP_009530.1	GO:0032508
NP_009530.1	GO:0006267
NP_009530.1	GO:0006260
NP_009530.1	GO:0007049
NP_009530.1	GO:0006271
NP_009530.1	GO:0006270
NP_009530.1	GO:0005524
NP_009530.1	GO:0003682
NP_009530.1	GO:0046872
NP_009530.1	GO:0016787
NP_009530.1	GO:0071162
NP_009530.1	GO:0042555
NP_009530.1	GO:0005634
NP_009530.1	GO:0000166
NP_009530.1	GO:0000727
NP_009530.1	GO:0003697
NP_009530.1	GO:0017116
NP_009530.1	GO:1905775
NP_009530.1	GO:0005737
NP_009530.1	GO:0005656
NP_009530.1	GO:1902975
NP_009530.1	GO:0006974
NP_009530.1	GO:0003688
NP_009530.1	GO:0031298
NP_009530.1	GO:0031261
NP_009530.1	GO:1902450
NP_009530.1	GO:0004386
NP_009529.1	GO:0005730
NP_009529.1	GO:0030488
NP_009529.1	GO:0016428
NP_009529.1	GO:0003723
NP_009529.1	GO:0008168
NP_009529.1	GO:0070301
NP_009529.1	GO:0008033
NP_009529.1	GO:0000049
NP_009529.1	GO:0005737
NP_009529.1	GO:0016740
NP_009529.1	GO:0002127
NP_009529.1	GO:0032259
NP_009529.1	GO:0005634
NP_009528.1	GO:0042790
NP_009528.1	GO:0005730
NP_009528.1	GO:0001181
NP_009528.1	GO:0000500
NP_009528.1	GO:0005634
NP_009528.1	GO:0001165
NP_009528.1	GO:0006360
NP_009527.1	GO:0005730
NP_009527.1	GO:0000932
NP_009527.1	GO:0006397
NP_009527.1	GO:0008380
NP_009527.1	GO:1990726
NP_009527.1	GO:0003723
NP_009527.1	GO:0008033
NP_009527.1	GO:0006364
NP_009527.1	GO:0071013
NP_009527.1	GO:0005634
NP_009527.1	GO:0000398
NP_009527.1	GO:0005681
NP_009527.1	GO:0005688
NP_009527.1	GO:0046540
NP_009527.1	GO:0005737
NP_009526.1	GO:0022625
NP_009526.1	GO:0002181
NP_009526.1	GO:0003723
NP_009526.1	GO:0003735
NP_009526.1	GO:0006412
NP_009526.1	GO:0005737
NP_009526.1	GO:0005840
NP_009525.1	GO:0030687
NP_009525.1	GO:0003674
NP_009525.1	GO:0008150
NP_009525.1	GO:0005634
NP_009525.1	GO:0005730
NP_076874.1	GO:0008150
NP_076874.1	GO:0005886
NP_076874.1	GO:0003674
NP_076874.1	GO:0016020
NP_009524.1	GO:0005634
NP_009524.1	GO:0003674
NP_009524.1	GO:0005737
NP_009524.1	GO:0008150
NP_009523.1	GO:0009061
NP_009523.1	GO:0006839
NP_009523.1	GO:0009060
NP_009523.1	GO:0015886
NP_009523.1	GO:0015867
NP_009523.1	GO:0005743
NP_009523.1	GO:0055085
NP_009523.1	GO:0016020
NP_009523.1	GO:0005471
NP_009523.1	GO:0006915
NP_009523.1	GO:0022857
NP_009523.1	GO:0016021
NP_009523.1	GO:0005739
NP_009523.1	GO:0015866
NP_009522.1	GO:0005856
NP_009522.1	GO:0000022
NP_009522.1	GO:2000575
NP_009522.1	GO:0005935
NP_009522.1	GO:0005737
NP_009522.1	GO:0007059
NP_009522.1	GO:0007049
NP_009522.1	GO:0005880
NP_009522.1	GO:0051301
NP_009522.1	GO:0008017
NP_009522.1	GO:0005819
NP_009522.1	GO:0015630
NP_009521.1	GO:0000932
NP_009521.1	GO:0007004
NP_009521.1	GO:0048255
NP_009521.1	GO:0005634
NP_009521.1	GO:0008298
NP_009521.1	GO:0000723
NP_009521.1	GO:0003723
NP_009521.1	GO:0000784
NP_009521.1	GO:0005694
NP_009521.1	GO:0005737
NP_009521.1	GO:0003676
NP_009521.1	GO:0051028
NP_009521.1	GO:0003729
NP_009521.1	GO:0006417
NP_009521.1	GO:0000781
NP_009521.1	GO:0006325
NP_009520.1	GO:0005737
NP_009520.1	GO:0019238
NP_009520.1	GO:0003935
NP_009520.1	GO:0009231
NP_009520.1	GO:0005525
NP_009520.1	GO:0000166
NP_009520.1	GO:0005634
NP_009520.1	GO:0016787
NP_009520.1	GO:0046872
NP_009519.1	GO:0005634
NP_009519.1	GO:0005819
NP_009519.1	GO:0051301
NP_009519.1	GO:0005694
NP_009519.1	GO:0000776
NP_009519.1	GO:0000777
NP_009519.1	GO:0005874
NP_009519.1	GO:0005816
NP_009519.1	GO:0007010
NP_009519.1	GO:0005737
NP_009519.1	GO:0005856
NP_009519.1	GO:0000775
NP_009519.1	GO:0007049
NP_009518.1	GO:0006270
NP_009518.1	GO:0006260
NP_009518.1	GO:0003887
NP_009518.1	GO:0005635
NP_009518.1	GO:0071897
NP_009518.1	GO:0046982
NP_009518.1	GO:0016233
NP_009518.1	GO:0005634
NP_009518.1	GO:0005658
NP_009518.1	GO:0006273
NP_009518.1	GO:0003677
NP_009517.1	GO:0005737
NP_009517.1	GO:0005575
NP_009517.1	GO:0030170
NP_009517.1	GO:0008150
NP_009517.1	GO:0005634
